request_id,dataset,dataset_path,sample_index,mtp_avg_token_per_step,accepted_draft_tokens_per_step,mtp_avg_verify_tokens_per_step,prompt_token_num,out_token_counter,first_token_cost_ms,total_cost_time_ms,pure_decode_time_ms,pure_decode_token_num
low-accept-probe-34,drop,datasets/drop.json,34,2.245614035087719,1.2456140350877192,3.9298245614035086,271,128,92.42057800292969,916.0945415496826,1959.1021183878183,254
low-accept-probe-35,drop,datasets/drop.json,35,2.098360655737705,1.098360655737705,3.9344262295081966,270,128,100.87060928344727,1007.2062015533447,2124.9661780893803,254
low-accept-probe-36,drop,datasets/drop.json,36,1.9692307692307693,0.9692307692307693,4.061538461538461,268,128,92.62347221374512,1060.7333183288574,2311.8626307696104,258
low-accept-probe-37,drop,datasets/drop.json,37,2.2857142857142856,1.2857142857142856,4.071428571428571,272,128,95.0467586517334,932.6987266540527,1995.0018171221018,258
low-accept-probe-38,drop,datasets/drop.json,38,2.245614035087719,1.2456140350877192,4.140350877192983,273,128,93.37186813354492,960.0684642791748,2066.4718886837363,260
low-accept-probe-39,drop,datasets/drop.json,39,2.169491525423729,1.1694915254237288,3.9322033898305087,680,128,109.55047607421875,964.3998146057129,2036.5147637203336,254
low-accept-probe-40,drop,datasets/drop.json,40,2.4150943396226414,1.4150943396226414,4.0754716981132075,678,128,101.24349594116211,897.6421356201172,1895.6801444292068,258
low-accept-probe-41,drop,datasets/drop.json,41,2.098360655737705,1.098360655737705,4.065573770491803,675,128,93.4901237487793,1007.0340633392334,2177.765291184187,258
low-accept-probe-42,drop,datasets/drop.json,42,2.064516129032258,1.064516129032258,4.0,676,128,134.79924201965332,1049.140214920044,2175.1390863209963,256
low-accept-probe-43,drop,datasets/drop.json,43,1.9104477611940298,0.9104477611940298,3.9402985074626864,677,128,101.93610191345215,1073.6453533172607,2316.625786945224,254
low-accept-probe-44,drop,datasets/drop.json,44,2.4615384615384617,1.4615384615384617,4.076923076923077,675,128,100.7544994354248,884.6001625061035,1859.6848854795098,258
low-accept-probe-45,drop,datasets/drop.json,45,2.0317460317460316,1.0317460317460316,4.0,676,128,112.10799217224121,1040.656328201294,2211.454817093909,256
low-accept-probe-46,drop,datasets/drop.json,46,1.855072463768116,0.855072463768116,3.9420289855072466,675,128,93.3389663696289,1097.9440212249756,2389.4244292750955,254
low-accept-probe-47,drop,datasets/drop.json,47,2.0,1.0,4.0,680,128,117.99502372741699,1061.9995594024658,2246.3421542197466,256
low-accept-probe-48,drop,datasets/drop.json,48,2.098360655737705,1.098360655737705,3.9344262295081966,679,128,96.0531234741211,979.4609546661377,2106.3298992812634,254
low-accept-probe-49,drop,datasets/drop.json,49,2.206896551724138,1.206896551724138,4.0,678,128,65.12641906738281,922.9483604431152,2052.863066084683,256
low-accept-probe-50,drop,datasets/drop.json,50,2.098360655737705,1.098360655737705,3.9344262295081966,678,128,93.82915496826172,978.7054061889648,2105.5241907015443,254
low-accept-probe-51,drop,datasets/drop.json,51,2.0,1.0,3.9375,677,128,93.97578239440918,1023.2377052307129,2209.2875819653273,254
low-accept-probe-52,drop,datasets/drop.json,52,2.1333333333333333,1.1333333333333333,4.0,688,128,100.00777244567871,985.7075214385986,2087.49982714653,252
low-accept-probe-53,drop,datasets/drop.json,53,2.064516129032258,1.064516129032258,4.0,685,128,61.96999549865723,978.1930446624756,2197.7574480697513,256
low-accept-probe-54,drop,datasets/drop.json,54,2.245614035087719,1.2456140350877192,4.0,678,128,101.54128074645996,942.7905082702637,2001.5264321118593,256
low-accept-probe-55,drop,datasets/drop.json,55,2.064516129032258,1.064516129032258,4.0,675,128,99.2896556854248,1015.4178142547607,2159.6034029498696,255
low-accept-probe-56,drop,datasets/drop.json,56,2.1333333333333333,1.1333333333333333,4.0,676,128,93.2621955871582,979.7687530517578,2106.5778359770775,256
low-accept-probe-57,drop,datasets/drop.json,57,2.098360655737705,1.098360655737705,4.065573770491803,678,128,91.31860733032227,1006.4516067504883,2180.6144332513213,258
low-accept-probe-58,drop,datasets/drop.json,58,2.169491525423729,1.1694915254237288,4.067796610169491,682,128,99.5631217956543,984.2698574066162,2088.7974994257092,258
low-accept-probe-59,drop,datasets/drop.json,59,1.8823529411764706,0.8823529411764706,3.9411764705882355,678,128,101.5462875366211,1089.4150733947754,2332.5915932655334,253
low-accept-probe-60,drop,datasets/drop.json,60,2.5098039215686274,1.5098039215686274,4.078431372549019,224,128,106.06575012207031,870.7931041717529,1817.2502322122455,258
low-accept-probe-61,drop,datasets/drop.json,61,2.56,1.56,4.0,235,128,91.74442291259766,827.8729915618896,1695.6955092027783,256
low-accept-probe-62,drop,datasets/drop.json,62,2.4615384615384617,1.4615384615384617,3.923076923076923,225,128,112.92862892150879,862.7195358276367,1784.8901748657227,254
low-accept-probe-63,drop,datasets/drop.json,63,2.56,1.56,4.0,223,128,106.00543022155762,839.3697738647461,1747.7319361642003,256
low-accept-probe-64,drop,datasets/drop.json,64,2.723404255319149,1.7234042553191489,4.0,226,128,103.52754592895508,795.2537536621094,1641.2241570651531,256
low-accept-probe-65,drop,datasets/drop.json,65,2.5098039215686274,1.5098039215686274,4.0,224,128,103.71208190917969,851.1877059936523,1781.2648955732584,256
low-accept-probe-66,drop,datasets/drop.json,66,2.56,1.56,4.0,237,128,93.2168960571289,828.2938003540039,1746.6734535992146,256
low-accept-probe-67,drop,datasets/drop.json,67,2.245614035087719,1.2456140350877192,4.0,229,128,114.05420303344727,951.9052505493164,1971.9404457136989,256
low-accept-probe-68,drop,datasets/drop.json,68,2.6666666666666665,1.6666666666666665,4.0,213,128,107.96737670898438,812.0434284210205,1676.3102253898978,256
low-accept-probe-69,drop,datasets/drop.json,69,2.723404255319149,1.7234042553191489,4.085106382978723,216,128,101.76777839660645,805.8109283447266,1674.9507384374738,258
low-accept-probe-70,drop,datasets/drop.json,70,2.4615384615384617,1.4615384615384617,4.0,228,128,93.36519241333008,857.2866916656494,1817.1086348593235,256
low-accept-probe-71,drop,datasets/drop.json,71,2.6666666666666665,1.6666666666666665,4.166666666666667,225,128,116.23597145080566,849.5602607727051,1745.0222680345178,260
low-accept-probe-72,drop,datasets/drop.json,72,2.6666666666666665,1.6666666666666665,4.0,224,128,101.7446517944336,806.138277053833,1674.5778378099203,256
low-accept-probe-73,drop,datasets/drop.json,73,2.0,1.0,3.9375,280,128,110.33749580383301,1037.0211601257324,2200.5600165575743,254
low-accept-probe-74,drop,datasets/drop.json,74,2.1333333333333333,1.1333333333333333,4.066666666666666,283,128,104.01129722595215,999.8962879180908,2131.0433438047767,258
low-accept-probe-75,drop,datasets/drop.json,75,2.206896551724138,1.206896551724138,3.9310344827586206,276,128,50.01473426818848,888.4854316711426,1997.2478682175279,254
low-accept-probe-76,drop,datasets/drop.json,76,2.245614035087719,1.2456140350877192,4.0,281,128,103.70969772338867,941.8261051177979,1973.3769362792373,255
low-accept-probe-77,drop,datasets/drop.json,77,2.098360655737705,1.098360655737705,4.131147540983607,276,128,70.96481323242188,997.3762035369873,2200.027573853731,260
low-accept-probe-78,drop,datasets/drop.json,78,2.206896551724138,1.206896551724138,3.9310344827586206,278,128,130.9347152709961,967.1540260314941,1992.4014965072274,254
low-accept-probe-79,drop,datasets/drop.json,79,2.206896551724138,1.206896551724138,4.137931034482759,281,128,95.55792808532715,974.9042987823486,2083.1236029043794,256
low-accept-probe-80,drop,datasets/drop.json,80,2.1333333333333333,1.1333333333333333,4.0,277,128,93.56427192687988,975.175142288208,2096.627429127693,256
low-accept-probe-81,drop,datasets/drop.json,81,2.245614035087719,1.2456140350877192,3.9298245614035086,275,128,116.11342430114746,939.6109580993652,1956.6209204494953,254
low-accept-probe-82,drop,datasets/drop.json,82,2.2857142857142856,1.2857142857142856,4.071428571428571,277,128,105.57436943054199,941.248893737793,1990.7980635762215,258
low-accept-probe-83,drop,datasets/drop.json,83,2.245614035087719,1.2456140350877192,4.140350877192983,276,128,93.46866607666016,962.0592594146729,2063.2316451519728,260
low-accept-probe-84,drop,datasets/drop.json,84,2.064516129032258,1.064516129032258,4.064516129032258,288,128,107.90252685546875,1032.5965881347656,2200.914679095149,258
low-accept-probe-85,drop,datasets/drop.json,85,2.2857142857142856,1.2857142857142856,4.071428571428571,435,128,130.56325912475586,969.0706729888916,1989.7073078900576,258
low-accept-probe-86,drop,datasets/drop.json,86,2.4615384615384617,1.4615384615384617,4.153846153846154,437,128,103.95598411560059,898.6594676971436,1884.4297546893358,260
low-accept-probe-87,drop,datasets/drop.json,87,2.3703703703703702,1.3703703703703702,3.925925925925926,439,128,116.1336898803711,893.9940929412842,1851.0450283065438,254
low-accept-probe-88,drop,datasets/drop.json,88,2.56,1.56,4.0,447,128,58.88795852661133,793.7102317810059,1744.3725895136595,256
low-accept-probe-89,drop,datasets/drop.json,89,2.4615384615384617,1.4615384615384617,3.923076923076923,436,128,93.5509204864502,842.0629501342773,1780.3562777116895,254
low-accept-probe-90,drop,datasets/drop.json,90,2.56,1.56,3.92,440,128,101.7465591430664,820.0769424438477,1710.94673499465,254
low-accept-probe-91,drop,datasets/drop.json,91,2.245614035087719,1.2456140350877192,3.9298245614035086,440,128,101.55296325683594,923.5787391662598,1956.4545368775725,254
low-accept-probe-92,drop,datasets/drop.json,92,2.327272727272727,1.3272727272727272,4.1454545454545455,460,128,106.13536834716797,943.1421756744385,1972.0549369230866,260
low-accept-probe-93,drop,datasets/drop.json,93,2.6122448979591835,1.6122448979591835,3.9183673469387754,462,128,101.92084312438965,807.8577518463135,1675.2653736621141,254
low-accept-probe-94,drop,datasets/drop.json,94,2.4615384615384617,1.4615384615384617,3.923076923076923,448,128,95.6277847290039,844.7279930114746,1780.131128616631,254
low-accept-probe-95,drop,datasets/drop.json,95,2.56,1.56,4.0,435,128,103.76811027526855,836.4334106445312,1745.0614934787154,256
low-accept-probe-96,drop,datasets/drop.json,96,2.6122448979591835,1.6122448979591835,3.9183673469387754,437,128,101.67884826660156,805.6435585021973,1676.0250804945827,254
low-accept-probe-97,drop,datasets/drop.json,97,2.4150943396226414,1.4150943396226414,4.0,441,128,101.75657272338867,881.9596767425537,1851.442783139646,256
low-accept-probe-98,drop,datasets/drop.json,98,2.5098039215686274,1.5098039215686274,4.078431372549019,436,128,101.20487213134766,864.8970127105713,1824.618280865252,258
low-accept-probe-99,drop,datasets/drop.json,99,2.206896551724138,1.206896551724138,4.137931034482759,244,128,103.96003723144531,985.1453304290771,2140.7394725829363,260
low-accept-probe-100,qasc,datasets/qasc.json,0,2.4615384615384617,1.4615384615384617,4.076923076923077,108,128,120.93877792358398,897.0699310302734,1846.646998077631,258
low-accept-probe-101,qasc,datasets/qasc.json,1,2.327272727272727,1.3272727272727272,4.0,107,128,95.28636932373047,900.4790782928467,1919.6323286741972,254
low-accept-probe-102,qasc,datasets/qasc.json,2,2.327272727272727,1.3272727272727272,4.072727272727272,98,128,111.73558235168457,931.1625957489014,1948.8149117678404,258
low-accept-probe-103,qasc,datasets/qasc.json,3,2.1333333333333333,1.1333333333333333,4.0,113,128,126.4185905456543,1005.5973529815674,2072.5443782284856,252
low-accept-probe-104,qasc,datasets/qasc.json,4,2.245614035087719,1.2456140350877192,4.0,104,128,105.29303550720215,939.6049976348877,1986.0382564365864,256
low-accept-probe-105,qasc,datasets/qasc.json,5,2.6122448979591835,1.6122448979591835,4.081632653061225,97,128,97.61309623718262,829.04052734375,1738.5870078578591,258
low-accept-probe-106,qasc,datasets/qasc.json,6,2.2857142857142856,1.2857142857142856,4.142857142857143,98,128,95.26634216308594,944.1490173339844,2016.397231258452,260
low-accept-probe-107,qasc,datasets/qasc.json,7,2.3703703703703702,1.3703703703703702,4.074074074074074,97,128,82.71074295043945,886.4185810089111,1915.799311362207,258
low-accept-probe-108,qasc,datasets/qasc.json,8,2.2857142857142856,1.2857142857142856,3.9285714285714284,89,128,95.25513648986816,898.5936641693115,1895.3104661777616,254
low-accept-probe-109,qasc,datasets/qasc.json,9,2.245614035087719,1.2456140350877192,3.9298245614035086,94,128,103.75571250915527,924.328088760376,1948.9066703245044,254
low-accept-probe-110,qasc,datasets/qasc.json,10,2.2857142857142856,1.2857142857142856,4.071428571428571,93,128,124.5427131652832,958.4033489227295,1981.908650137484,258
low-accept-probe-111,qasc,datasets/qasc.json,11,2.064516129032258,1.064516129032258,3.935483870967742,93,128,52.54769325256348,942.636251449585,2122.423678636551,254
low-accept-probe-112,qasc,datasets/qasc.json,12,2.2857142857142856,1.2857142857142856,4.0,82,128,97.49269485473633,914.8836135864258,1946.4116701856256,256
low-accept-probe-113,qasc,datasets/qasc.json,13,2.4150943396226414,1.4150943396226414,4.0754716981132075,82,128,103.55281829833984,892.3420906066895,1878.0180756002665,258
low-accept-probe-114,qasc,datasets/qasc.json,14,2.1333333333333333,1.1333333333333333,4.0,77,128,95.57008743286133,970.8547592163086,2087.2725751250982,256
low-accept-probe-115,qasc,datasets/qasc.json,15,2.4150943396226414,1.4150943396226414,4.0,83,128,95.54815292358398,869.8005676269531,1843.8635561615229,256
low-accept-probe-116,qasc,datasets/qasc.json,16,2.4150943396226414,1.4150943396226414,3.9245283018867925,81,128,105.42583465576172,863.292932510376,1808.1349777057767,254
low-accept-probe-117,qasc,datasets/qasc.json,17,2.1333333333333333,1.1333333333333333,3.933333333333333,91,128,103.35063934326172,966.2230014801025,2053.600162267685,254
low-accept-probe-118,qasc,datasets/qasc.json,18,2.206896551724138,1.206896551724138,4.137931034482759,97,128,93.73140335083008,973.3765125274658,2092.926430515945,260
low-accept-probe-119,qasc,datasets/qasc.json,19,2.4615384615384617,1.4615384615384617,4.0,83,128,97.79047966003418,855.5893898010254,1808.9399207383394,256
low-accept-probe-120,qasc,datasets/qasc.json,20,2.0317460317460316,1.0317460317460316,4.063492063492063,106,128,126.5861988067627,1065.847635269165,2233.5055777803063,258
low-accept-probe-121,qasc,datasets/qasc.json,21,2.245614035087719,1.2456140350877192,3.9298245614035086,105,128,104.13694381713867,924.0446090698242,1948.891470208764,254
low-accept-probe-122,qasc,datasets/qasc.json,22,1.9393939393939394,0.9393939393939394,4.0606060606060606,101,128,93.9493179321289,1073.1008052825928,2333.6154436692595,258
low-accept-probe-123,qasc,datasets/qasc.json,23,2.245614035087719,1.2456140350877192,4.0,96,128,62.68429756164551,895.4377174377441,1983.2748342305422,256
low-accept-probe-124,qasc,datasets/qasc.json,24,2.4150943396226414,1.4150943396226414,4.0,96,128,95.74270248413086,870.4681396484375,1841.325057670474,256
low-accept-probe-125,qasc,datasets/qasc.json,25,1.9692307692307693,0.9692307692307693,4.0,90,128,93.63675117492676,1043.9846515655518,2260.06518676877,256
low-accept-probe-126,qasc,datasets/qasc.json,26,2.169491525423729,1.1694915254237288,4.0,108,128,95.73841094970703,958.3280086517334,2051.3813216239214,256
low-accept-probe-127,qasc,datasets/qasc.json,27,1.7066666666666668,0.7066666666666668,4.0,106,128,105.83925247192383,1203.2177448272705,2611.3385688513517,256
low-accept-probe-128,qasc,datasets/qasc.json,28,2.064516129032258,1.064516129032258,3.935483870967742,89,128,95.62921524047852,985.1768016815186,2121.1122712120414,254
low-accept-probe-129,qasc,datasets/qasc.json,29,2.2857142857142856,1.2857142857142856,4.071428571428571,85,128,125.79727172851562,957.5326442718506,1982.030519284308,258
low-accept-probe-130,qasc,datasets/qasc.json,30,2.098360655737705,1.098360655737705,3.9344262295081966,91,128,52.51765251159668,928.4615516662598,2070.6357453018427,253
low-accept-probe-131,qasc,datasets/qasc.json,31,2.327272727272727,1.3272727272727272,4.1454545454545455,84,128,75.34003257751465,906.9290161132812,1978.4907959401608,260
low-accept-probe-132,qasc,datasets/qasc.json,32,2.1333333333333333,1.1333333333333333,4.0,86,128,64.28861618041992,940.3369426727295,2083.377885632217,256
low-accept-probe-133,qasc,datasets/qasc.json,33,2.245614035087719,1.2456140350877192,3.9298245614035086,85,128,93.87469291687012,911.5302562713623,1944.7671584784985,254
low-accept-probe-134,qasc,datasets/qasc.json,34,2.1333333333333333,1.1333333333333333,3.933333333333333,86,128,93.88017654418945,958.0087661743164,2048.457412980497,254
low-accept-probe-135,qasc,datasets/qasc.json,35,2.206896551724138,1.206896551724138,4.137931034482759,92,128,93.51730346679688,971.1976051330566,2084.122335538268,260
low-accept-probe-136,qasc,datasets/qasc.json,36,2.3703703703703702,1.3703703703703702,3.925925925925926,98,128,95.52884101867676,871.5319633483887,1840.523392893374,254
low-accept-probe-137,qasc,datasets/qasc.json,37,2.327272727272727,1.3272727272727272,3.9272727272727272,88,128,93.54257583618164,881.9799423217773,1872.5327802821994,254
low-accept-probe-138,qasc,datasets/qasc.json,38,2.327272727272727,1.3272727272727272,4.0,98,128,113.99960517883301,918.7502861022949,1909.7214890643954,256
low-accept-probe-139,qasc,datasets/qasc.json,39,2.2857142857142856,1.2857142857142856,4.142857142857143,96,128,95.65401077270508,941.523551940918,2013.8762760907412,260
low-accept-probe-140,qasc,datasets/qasc.json,40,2.098360655737705,1.098360655737705,4.0,114,128,64.63742256164551,958.0464363098145,2119.5486513897777,256
low-accept-probe-141,qasc,datasets/qasc.json,41,2.064516129032258,1.064516129032258,4.0,106,128,93.6424732208252,1001.6067028045654,2154.2705837637186,256
low-accept-probe-142,qasc,datasets/qasc.json,42,2.169491525423729,1.1694915254237288,3.9322033898305087,88,128,124.60494041442871,970.9527492523193,2010.9536070376635,254
low-accept-probe-143,qasc,datasets/qasc.json,43,2.0,1.0,3.9375,88,128,104.08735275268555,1024.531364440918,2184.9568970501423,254
low-accept-probe-144,qasc,datasets/qasc.json,44,2.098360655737705,1.098360655737705,3.9344262295081966,89,128,93.53017807006836,971.2390899658203,2085.4372382164,254
low-accept-probe-145,qasc,datasets/qasc.json,45,2.098360655737705,1.098360655737705,3.9344262295081966,89,128,95.54553031921387,991.105318069458,2100.3142334520817,254
low-accept-probe-146,qasc,datasets/qasc.json,46,2.245614035087719,1.2456140350877192,3.9298245614035086,88,128,115.9355640411377,933.2718849182129,1942.7141835913062,254
low-accept-probe-147,qasc,datasets/qasc.json,47,2.327272727272727,1.3272727272727272,4.1454545454545455,111,128,97.47862815856934,931.2410354614258,1979.9108793959022,260
low-accept-probe-148,qasc,datasets/qasc.json,48,2.169491525423729,1.1694915254237288,3.9322033898305087,101,128,95.72362899780273,943.9899921417236,2013.9042846858501,254
low-accept-probe-149,qasc,datasets/qasc.json,49,2.098360655737705,1.098360655737705,3.9344262295081966,84,128,64.87560272216797,939.6793842315674,2081.6360507160425,254
low-accept-probe-150,qasc,datasets/qasc.json,50,1.9692307692307693,0.9692307692307693,4.061538461538461,95,128,106.14252090454102,1069.8497295379639,2290.4715640470386,258
low-accept-probe-151,qasc,datasets/qasc.json,51,2.4615384615384617,1.4615384615384617,4.0,101,128,105.73220252990723,890.0525569915771,1829.131904989481,256
low-accept-probe-152,qasc,datasets/qasc.json,52,2.2857142857142856,1.2857142857142856,4.0,101,128,105.70740699768066,924.9961376190186,1947.5902430713177,256
low-accept-probe-153,qasc,datasets/qasc.json,53,2.4150943396226414,1.4150943396226414,4.0,125,128,103.81293296813965,881.9448947906494,1845.8598051220179,256
low-accept-probe-154,qasc,datasets/qasc.json,54,2.245614035087719,1.2456140350877192,4.0,100,128,95.27897834777832,929.4943809509277,1980.9458637610078,256
low-accept-probe-155,qasc,datasets/qasc.json,55,2.169491525423729,1.1694915254237288,3.9322033898305087,99,128,103.17468643188477,951.3866901397705,2015.7438525930047,254
low-accept-probe-156,qasc,datasets/qasc.json,56,2.327272727272727,1.3272727272727272,4.1454545454545455,93,128,52.167415618896484,885.948657989502,1978.907155804336,260
low-accept-probe-157,qasc,datasets/qasc.json,57,2.169491525423729,1.1694915254237288,4.0,89,128,93.3380126953125,956.3910961151123,2049.623896367848,256
low-accept-probe-158,qasc,datasets/qasc.json,58,2.169491525423729,1.1694915254237288,3.9322033898305087,102,128,93.57929229736328,941.572904586792,2013.8684688135982,254
low-accept-probe-159,qasc,datasets/qasc.json,59,2.0,1.0,3.9375,114,128,95.6263542175293,1021.4354991912842,2194.6627339348197,254
low-accept-probe-160,qasc,datasets/qasc.json,60,2.245614035087719,1.2456140350877192,4.0701754385964914,105,128,97.20945358276367,945.2166557312012,2020.4580891877413,258
low-accept-probe-161,qasc,datasets/qasc.json,61,2.2857142857142856,1.2857142857142856,3.9285714285714284,92,128,52.0327091217041,856.9707870483398,1909.040384925902,254
low-accept-probe-162,qasc,datasets/qasc.json,62,2.0,1.0,4.0,98,128,93.33133697509766,1030.1430225372314,2224.635380320251,256
low-accept-probe-163,qasc,datasets/qasc.json,63,2.098360655737705,1.098360655737705,4.0,98,128,95.31760215759277,985.8555793762207,2120.188563130796,256
low-accept-probe-164,qasc,datasets/qasc.json,64,2.4150943396226414,1.4150943396226414,4.0754716981132075,90,128,95.6258773803711,885.2834701538086,1878.224540501833,258
low-accept-probe-165,qasc,datasets/qasc.json,65,2.1333333333333333,1.1333333333333333,4.066666666666666,89,128,51.51224136352539,942.5859451293945,2119.183565489948,258
low-accept-probe-166,qasc,datasets/qasc.json,66,2.0,1.0,3.9375,99,128,95.29232978820801,1016.6339874267578,2190.8928425982594,254
low-accept-probe-167,qasc,datasets/qasc.json,67,1.9393939393939394,0.9393939393939394,3.9393939393939394,110,128,126.65128707885742,1077.782392501831,2262.4333277344704,254
low-accept-probe-168,qasc,datasets/qasc.json,68,2.206896551724138,1.206896551724138,3.9310344827586206,119,128,62.49189376831055,896.2230682373047,1982.9387674108148,254
low-accept-probe-169,qasc,datasets/qasc.json,69,2.064516129032258,1.064516129032258,3.935483870967742,99,128,75.15931129455566,966.4325714111328,2119.536604732275,254
low-accept-probe-170,qasc,datasets/qasc.json,70,2.245614035087719,1.2456140350877192,4.140350877192983,91,128,52.167654037475586,913.975715637207,2048.9054527133703,260
low-accept-probe-171,qasc,datasets/qasc.json,71,1.9692307692307693,0.9692307692307693,3.9384615384615387,89,128,95.72815895080566,1030.3845405578613,2221.454688347876,254
low-accept-probe-172,qasc,datasets/qasc.json,72,2.1333333333333333,1.1333333333333333,4.0,99,128,95.4294204711914,972.4645614624023,2084.399374201894,256
